StudentID,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance
5879,1,76,No,9,7,Average
5880,4,88,No,5,6,Good
5881,2,97,No,6,7,Good
5882,4,75,No,7,8,Average
5883,1,62,No,6,0,Poor
5884,2,84,No,5,2,Average
5885,8,55,No,6,1,Poor
5886,6,87,Yes,4,2,Good
5887,2,70,No,5,1,Poor
5888,6,73,Yes,8,5,Average
5889,9,89,No,4,8,Distinction
5890,7,40,No,6,1,Poor
5891,9,57,Yes,8,3,Average
5892,5,97,No,9,4,Good
5893,7,79,No,4,4,Good
5894,7,82,Yes,9,0,Good
5895,3,95,No,7,5,Good
5896,7,95,No,4,4,Distinction
5897,1,54,Yes,8,5,Poor
5898,9,87,Yes,9,3,Good
5899,6,88,No,7,5,Good
5900,5,56,Yes,9,8,Poor
5901,7,83,No,6,0,Good
5902,5,49,No,5,5,Poor
5903,5,59,Yes,9,0,Poor
5904,7,45,Yes,6,6,Poor
5905,7,47,Yes,5,3,Poor
5906,3,84,Yes,5,5,Average
5907,3,73,No,8,6,Average
5908,3,71,Yes,7,4,Average
5909,6,90,Yes,7,8,Good
5910,6,93,No,4,7,Good
5911,3,81,No,6,2,Average
5912,3,43,No,8,0,Poor
5913,8,83,No,9,9,Good
5914,8,89,No,6,7,Good
5915,7,78,No,9,3,Good
5916,4,59,No,9,6,Poor
5917,4,63,No,9,3,Poor
5918,3,63,No,4,6,Poor
5919,5,94,Yes,4,0,Good
5920,3,65,Yes,8,0,Poor
5921,8,64,No,4,1,Average
5922,7,75,Yes,8,4,Average
5923,3,46,No,4,9,Poor
5924,9,49,No,7,5,Poor
5925,5,97,No,8,1,Good
5926,9,86,No,7,0,Good
5927,7,51,Yes,7,8,Poor
5928,7,40,Yes,8,6,Poor
5929,6,91,No,6,7,Good
5930,2,89,Yes,5,5,Good
5931,9,64,Yes,4,8,Average
5932,6,55,No,9,7,Poor
5933,8,44,No,4,3,Poor
5934,1,58,Yes,9,4,Poor
5935,5,43,Yes,6,1,Poor
5936,1,45,No,5,0,Poor
5937,8,65,No,6,5,Average
5938,8,88,Yes,5,2,Good
5939,1,78,No,8,3,Average
5940,9,95,No,8,0,Distinction
5941,2,94,No,9,5,Good
5942,9,78,Yes,7,7,Good
5943,1,48,Yes,7,9,Poor
5944,9,84,No,9,3,Good
5945,4,91,Yes,8,9,Good
5946,9,53,No,9,7,Average
5947,7,87,Yes,7,9,Good
5948,6,94,Yes,9,2,Good
5949,5,48,Yes,8,6,Poor
5950,9,54,No,6,2,Average
5951,2,76,No,4,5,Average
5952,2,89,No,8,3,Average
5953,9,92,Yes,9,5,Distinction
5954,3,59,No,8,6,Poor
5955,8,47,No,8,7,Poor
5956,9,71,No,7,5,Average
5957,8,86,No,9,3,Good
5958,4,60,Yes,7,8,Poor
5959,1,96,No,9,6,Good
5960,4,80,No,7,8,Average
5961,9,58,Yes,7,2,Average
5962,2,68,No,6,4,Poor
5963,3,97,Yes,8,0,Good
5964,8,70,Yes,6,7,Average
5965,6,93,Yes,7,0,Good
5966,8,45,No,6,0,Poor
5967,7,43,Yes,8,6,Poor
5968,5,82,Yes,8,7,Good
5969,9,68,Yes,7,2,Average
5970,4,81,No,8,1,Average
5971,6,42,Yes,6,6,Poor
5972,2,40,Yes,5,9,Poor
5973,2,83,Yes,8,4,Average
5974,2,94,No,6,0,Good
5975,7,54,Yes,6,1,Poor
5976,2,86,Yes,6,2,Average
5977,2,60,No,8,5,Poor
5978,9,85,No,5,0,Good
5979,7,97,No,7,7,Distinction
5980,3,70,Yes,7,1,Poor
5981,3,46,Yes,8,4,Poor
5982,7,56,Yes,8,7,Poor
5983,5,95,Yes,4,4,Good
5984,6,58,No,9,7,Poor
5985,8,78,Yes,5,5,Good
5986,9,99,No,6,6,Distinction
5987,1,42,Yes,9,7,Poor
5988,3,69,Yes,6,2,Poor
5989,7,74,Yes,9,4,Average
5990,6,97,No,7,9,Distinction
5991,7,96,No,9,6,Distinction
5992,8,68,No,8,8,Average
5993,6,89,No,5,5,Good
5994,3,91,Yes,7,9,Good
5995,2,93,Yes,9,0,Average
5996,7,53,Yes,5,7,Poor
5997,1,74,Yes,8,5,Average
5998,3,67,Yes,6,0,Poor
5999,4,97,No,4,3,Good
6000,1,69,No,5,5,Poor
6001,5,65,Yes,6,9,Average
6002,3,46,Yes,5,0,Poor
6003,2,78,Yes,5,9,Average
6004,3,70,Yes,5,4,Poor
6005,8,44,No,8,2,Poor
6006,6,74,Yes,7,6,Average
6007,7,89,Yes,5,7,Good
6008,6,86,Yes,8,2,Good
6009,6,91,Yes,4,9,Good
6010,3,53,No,7,2,Poor
6011,8,75,Yes,8,2,Average
6012,7,66,No,4,5,Average
6013,7,63,No,7,5,Average
6014,6,79,Yes,8,2,Average
6015,5,68,Yes,4,5,Average
6016,8,92,Yes,8,8,Distinction
6017,5,84,Yes,4,7,Good
6018,9,61,Yes,5,6,Average
6019,9,47,No,5,6,Poor
6020,1,54,No,7,7,Poor
6021,6,88,No,4,6,Good
6022,7,44,No,5,2,Poor
6023,3,91,No,7,7,Average
6024,7,43,Yes,6,7,Poor
6025,7,50,Yes,5,0,Poor
6026,2,57,No,5,9,Poor
6027,7,81,Yes,9,4,Good
6028,1,88,Yes,8,4,Average
6029,5,69,No,6,0,Average
6030,9,54,No,4,5,Poor
6031,7,45,No,7,5,Poor
6032,7,94,Yes,6,3,Distinction
6033,2,92,No,4,5,Good
6034,8,55,No,5,5,Poor
6035,3,86,Yes,9,0,Good
6036,8,79,Yes,7,4,Good
6037,3,48,No,7,1,Poor
6038,7,82,Yes,6,6,Good
6039,2,98,No,8,8,Good
6040,4,73,Yes,4,8,Average
6041,6,66,No,9,8,Average
6042,9,52,Yes,9,6,Average
6043,5,75,Yes,6,6,Average
6044,9,66,Yes,8,0,Average
6045,5,48,No,8,5,Poor
6046,8,44,No,8,4,Poor
6047,1,90,No,7,7,Average
6048,7,61,Yes,4,7,Average
6049,4,70,Yes,4,3,Average
6050,5,42,Yes,6,0,Poor
6051,6,69,No,5,5,Average
6052,5,60,Yes,6,9,Poor
6053,1,74,No,4,0,Average
6054,9,45,No,7,4,Poor
6055,2,67,No,6,4,Poor
6056,9,71,No,5,2,Average
6057,2,81,No,9,4,Average
6058,9,76,Yes,6,5,Good
6059,6,64,Yes,8,4,Average
6060,9,71,Yes,5,0,Average
6061,6,74,Yes,8,6,Average
6062,6,61,Yes,7,2,Average
6063,2,63,Yes,4,6,Poor
6064,8,78,No,6,4,Good
6065,3,93,Yes,6,2,Good
6066,7,69,No,8,5,Average
6067,5,89,No,8,0,Good
6068,3,71,No,4,5,Average
6069,1,70,No,6,3,Poor
6070,8,62,No,4,3,Average
6071,3,79,Yes,8,4,Average
6072,2,72,Yes,9,8,Average
6073,1,64,Yes,8,0,Poor
6074,4,75,No,5,2,Average
6075,8,63,Yes,8,3,Average
6076,3,70,Yes,8,1,Poor
6077,1,97,No,9,8,Good
6078,4,78,No,4,6,Average
6079,9,85,Yes,5,0,Good
6080,1,52,No,5,8,Poor
6081,2,49,No,6,5,Poor
6082,9,62,No,9,1,Average
6083,2,57,Yes,7,0,Poor
6084,3,71,No,6,5,Average
6085,7,72,No,6,6,Average
6086,3,75,No,6,9,Average
6087,9,67,No,5,5,Average
6088,6,55,No,4,6,Poor
6089,3,55,Yes,8,5,Poor
6090,9,57,Yes,5,7,Average
6091,1,47,No,8,1,Poor
6092,3,81,No,8,8,Average
6093,1,55,Yes,7,8,Poor
6094,2,94,Yes,6,8,Good
6095,8,95,No,7,6,Distinction
6096,7,50,No,6,8,Poor
6097,2,45,Yes,5,0,Poor
6098,2,40,No,8,2,Poor
6099,9,51,No,7,1,Poor
6100,6,96,Yes,9,0,Good
6101,5,77,Yes,5,4,Average
6102,6,67,Yes,5,0,Average
6103,9,84,Yes,9,2,Distinction
6104,7,97,No,6,5,Distinction
6105,9,56,No,8,5,Average
6106,4,40,No,6,2,Poor
6107,2,71,No,6,3,Poor
6108,8,47,Yes,5,6,Poor
6109,4,93,Yes,6,5,Good
6110,9,79,No,4,1,Good
6111,4,95,No,9,8,Good
6112,8,82,No,9,5,Good
6113,9,85,Yes,8,1,Good
6114,9,63,Yes,9,6,Average
6115,4,49,Yes,6,9,Poor
6116,1,86,No,6,9,Average
6117,3,78,No,7,3,Average
6118,9,78,No,8,0,Good
6119,4,49,Yes,8,9,Poor
6120,5,75,No,9,8,Average
6121,7,64,Yes,6,9,Average
6122,5,99,No,4,7,Good
6123,4,89,No,7,4,Good
6124,2,98,Yes,4,2,Good
6125,2,96,Yes,6,3,Good
6126,4,49,No,8,2,Poor
6127,9,58,Yes,8,9,Average
6128,8,85,Yes,4,7,Good
6129,3,84,Yes,5,4,Average
6130,9,54,Yes,6,7,Average
6131,5,55,Yes,8,0,Poor
6132,3,41,No,9,8,Poor
6133,5,68,No,5,9,Average
6134,4,43,No,8,2,Poor
6135,8,92,No,9,0,Distinction
6136,5,89,Yes,8,2,Good
6137,8,68,No,5,1,Average
6138,9,70,Yes,4,6,Average
6139,4,56,No,6,9,Poor
6140,7,49,No,5,3,Poor
6141,2,66,Yes,5,6,Poor
6142,6,92,No,8,2,Good
6143,8,80,No,9,5,Good
6144,7,54,No,5,6,Poor
6145,7,99,No,6,6,Distinction
6146,8,83,No,4,4,Good
6147,7,70,No,9,5,Average
6148,5,60,No,4,2,Poor
6149,7,99,Yes,4,3,Distinction
6150,3,98,No,6,5,Good
6151,5,97,No,8,2,Good
6152,7,80,No,9,6,Good
6153,9,85,No,9,2,Distinction
6154,2,84,No,6,8,Average
6155,4,99,No,9,3,Distinction
6156,7,65,Yes,5,1,Average
6157,1,77,No,7,5,Average
6158,2,90,No,7,8,Average
6159,9,75,Yes,7,9,Good
6160,7,91,Yes,4,9,Good
6161,7,56,No,9,1,Poor
6162,6,90,No,6,3,Good
6163,3,42,No,9,4,Poor
6164,3,53,Yes,6,8,Poor
6165,2,88,Yes,9,6,Average
6166,6,52,No,4,4,Poor
6167,4,80,No,5,5,Average
6168,5,66,Yes,7,8,Average
6169,3,40,Yes,7,3,Poor
6170,6,96,Yes,9,1,Distinction
6171,3,56,Yes,4,4,Poor
6172,8,87,No,7,6,Good
6173,9,89,Yes,9,3,Distinction
6174,4,73,Yes,8,0,Average
6175,9,53,No,9,7,Average
6176,7,93,Yes,6,4,Distinction
6177,3,94,No,7,9,Good
6178,7,98,Yes,7,1,Distinction
6179,1,56,No,8,2,Poor
6180,3,42,Yes,5,9,Poor
6181,6,73,No,9,9,Average
6182,4,79,No,5,4,Average
6183,7,64,Yes,9,3,Average
6184,3,41,No,8,8,Poor
6185,1,73,No,5,8,Poor
6186,9,65,Yes,4,7,Average
6187,6,70,No,8,1,Average
6188,8,48,No,9,4,Poor
6189,3,69,Yes,6,7,Poor
6190,8,59,Yes,6,7,Average
6191,2,60,No,6,6,Poor
6192,4,68,No,9,3,Average
6193,3,98,No,7,2,Good
6194,1,64,No,8,7,Poor
6195,7,77,No,8,7,Average
6196,2,97,Yes,5,9,Good
6197,4,83,No,8,4,Average
6198,9,64,Yes,8,2,Average
6199,6,48,Yes,5,4,Poor
6200,8,78,Yes,8,3,Good
6201,2,83,Yes,8,7,Average
6202,7,65,No,4,1,Average
6203,6,96,No,9,7,Distinction
6204,9,76,No,5,9,Good
6205,7,55,Yes,4,5,Poor
6206,1,76,Yes,7,3,Average
6207,8,51,No,5,2,Poor
6208,3,63,Yes,9,9,Poor
6209,2,65,No,8,4,Poor
6210,3,59,Yes,8,5,Poor
6211,6,48,Yes,4,0,Poor
6212,3,62,Yes,4,0,Poor
6213,5,78,Yes,7,9,Average
6214,6,68,Yes,7,2,Average
6215,8,70,Yes,9,1,Average
6216,7,58,Yes,8,0,Average
6217,8,59,No,6,7,Average
6218,3,62,No,7,0,Poor
6219,4,82,Yes,8,9,Average
6220,6,66,Yes,7,7,Average
6221,7,69,No,5,4,Average
6222,9,60,Yes,4,3,Average
6223,1,83,No,8,7,Average
6224,8,74,No,7,7,Average
6225,8,88,No,4,7,Good
6226,6,46,No,6,2,Poor
6227,4,61,No,7,7,Poor
6228,3,49,Yes,8,0,Poor
6229,3,62,Yes,5,3,Poor
6230,6,54,No,4,4,Poor
6231,8,69,Yes,4,5,Average
6232,7,73,No,5,4,Average
6233,1,52,Yes,8,4,Poor
6234,6,99,Yes,9,4,Distinction
6235,7,43,Yes,6,8,Poor
6236,7,57,Yes,9,9,Poor
6237,9,95,Yes,5,9,Distinction
6238,5,62,Yes,6,2,Poor
6239,1,72,Yes,8,1,Poor
6240,2,73,Yes,7,9,Poor
6241,4,73,No,7,1,Average
6242,5,75,No,9,7,Average
6243,9,74,Yes,8,4,Good
6244,1,56,Yes,6,4,Poor
6245,3,67,Yes,9,5,Poor
6246,5,53,No,5,8,Poor
6247,3,73,Yes,9,6,Average
6248,4,87,Yes,8,4,Good
6249,3,50,No,8,4,Poor
6250,4,96,No,7,9,Good
6251,1,52,No,5,8,Poor
6252,8,72,Yes,7,8,Average
6253,4,96,No,6,1,Good
6254,7,94,Yes,6,6,Distinction
6255,2,41,No,4,9,Poor
6256,2,73,Yes,8,0,Average
6257,6,92,Yes,5,3,Good
6258,2,68,Yes,5,1,Poor
6259,6,76,No,7,9,Average
6260,2,43,Yes,9,8,Poor
6261,4,51,Yes,9,5,Poor
6262,7,65,Yes,7,3,Average
6263,8,97,No,9,2,Distinction
6264,3,67,Yes,5,3,Poor
6265,9,42,Yes,7,1,Poor
6266,2,59,Yes,9,4,Poor
6267,8,49,Yes,4,8,Poor
6268,8,91,No,8,5,Distinction
6269,4,57,Yes,4,1,Poor
6270,1,92,No,9,5,Good
6271,1,92,No,6,8,Average
6272,2,92,Yes,5,3,Average
6273,9,66,No,4,0,Average
6274,2,70,No,4,1,Average
6275,2,66,No,7,4,Poor
6276,6,81,Yes,7,9,Good
6277,7,40,No,7,6,Poor
6278,7,45,No,9,7,Poor
6279,9,50,Yes,6,2,Poor
6280,6,73,Yes,4,8,Average
6281,8,78,No,8,1,Good
6282,6,59,No,7,3,Poor
6283,2,92,No,6,3,Average
6284,1,60,Yes,9,5,Poor
6285,5,60,No,6,9,Poor
6286,9,57,Yes,7,5,Average
6287,8,60,No,5,2,Average
6288,4,58,No,4,8,Poor
6289,5,43,Yes,7,4,Poor
6290,5,52,No,8,1,Poor
6291,6,57,Yes,4,5,Poor
6292,3,91,No,6,2,Good
6293,5,68,Yes,8,7,Average
6294,2,64,Yes,4,2,Poor
6295,1,95,No,8,4,Average
6296,1,52,Yes,6,3,Poor
6297,7,66,No,7,3,Average
6298,2,99,Yes,8,1,Good
6299,4,58,Yes,7,7,Poor
6300,5,88,Yes,6,2,Good
6301,7,40,No,6,3,Poor
6302,2,77,Yes,8,5,Average
6303,6,58,Yes,8,8,Poor
6304,1,91,Yes,6,3,Average
6305,7,40,No,8,2,Poor
6306,9,79,No,8,4,Good
6307,5,56,Yes,8,8,Poor
6308,5,60,Yes,9,0,Poor
6309,4,61,No,8,4,Poor
6310,3,54,Yes,4,3,Poor
6311,9,89,Yes,6,4,Distinction
6312,5,78,Yes,6,6,Average
6313,8,87,Yes,5,6,Good
6314,9,78,Yes,7,6,Good
6315,5,71,Yes,5,0,Average
6316,9,88,No,8,8,Distinction
6317,2,43,Yes,8,6,Poor
6318,9,83,Yes,4,3,Good
6319,4,84,No,4,3,Average
6320,6,71,No,4,1,Average
6321,6,43,No,4,5,Poor
6322,6,92,No,4,9,Good
6323,2,40,Yes,4,2,Poor
6324,7,72,No,4,0,Average
6325,6,46,Yes,4,4,Poor
6326,1,48,No,9,5,Poor
6327,2,40,No,4,4,Poor
6328,7,55,No,6,4,Poor
6329,1,57,Yes,4,9,Poor
6330,1,93,No,7,7,Average
6331,1,86,No,4,9,Average
6332,8,45,No,9,0,Poor
6333,4,41,Yes,8,7,Poor
6334,4,48,Yes,9,6,Poor
6335,2,43,No,9,0,Poor
6336,1,84,Yes,8,8,Average
6337,9,62,No,4,3,Average
6338,7,93,Yes,4,6,Good
6339,4,82,No,8,2,Average
6340,6,84,Yes,7,7,Good
6341,2,82,No,5,3,Average
6342,7,90,Yes,6,1,Good
6343,2,47,Yes,8,1,Poor
6344,8,78,No,4,7,Good
6345,8,64,No,6,7,Average
6346,1,55,Yes,4,0,Poor
6347,8,74,No,5,5,Average
6348,2,56,No,5,8,Poor
6349,6,57,No,8,8,Poor
6350,1,99,No,6,1,Good
6351,5,66,Yes,9,7,Average
6352,7,54,No,6,7,Poor
6353,1,99,Yes,9,3,Good
6354,2,56,Yes,5,3,Poor
6355,7,82,No,4,4,Good
6356,6,44,No,9,9,Poor
6357,3,55,Yes,9,6,Poor
6358,2,54,No,8,0,Poor
6359,4,81,No,7,8,Average
6360,3,85,Yes,5,2,Average
6361,7,73,Yes,9,3,Average
6362,8,87,Yes,5,6,Good
6363,2,58,No,8,4,Poor
6364,7,47,No,4,4,Poor
6365,8,86,Yes,6,0,Good
6366,6,49,Yes,5,1,Poor
6367,6,44,No,8,4,Poor
6368,1,91,No,8,1,Average
6369,4,87,No,8,0,Average
6370,1,92,Yes,6,9,Average
6371,4,65,No,5,2,Poor
6372,2,61,No,9,0,Poor
6373,5,83,Yes,8,9,Good
6374,9,62,No,6,7,Average
6375,3,52,Yes,4,7,Poor
6376,8,48,No,7,7,Poor
6377,3,88,Yes,5,6,Good
6378,6,59,Yes,6,6,Poor
6379,4,67,Yes,7,1,Average
6380,8,83,No,7,8,Good
6381,6,96,No,6,6,Distinction
6382,8,76,No,9,4,Good
6383,1,63,No,9,3,Poor
6384,6,83,Yes,6,7,Good
6385,1,72,No,6,4,Average
6386,1,59,No,8,5,Poor
6387,8,99,Yes,4,3,Distinction
6388,7,87,Yes,9,1,Good
6389,3,69,Yes,8,6,Average
6390,6,83,Yes,7,1,Good
6391,9,48,No,7,6,Poor
6392,7,84,Yes,7,6,Good
6393,3,88,No,6,0,Average
6394,6,56,No,5,9,Poor
6395,4,75,Yes,8,9,Average
6396,3,53,Yes,5,2,Poor
6397,9,58,Yes,4,2,Average
6398,2,46,Yes,4,5,Poor
6399,1,98,Yes,8,2,Good
6400,2,42,No,7,8,Poor
6401,7,72,Yes,9,4,Average
6402,1,83,No,4,5,Average
6403,6,71,Yes,5,5,Average
6404,7,86,No,5,7,Good
6405,9,50,No,9,9,Poor
6406,8,81,No,6,2,Good
6407,6,41,Yes,7,8,Poor
6408,3,65,Yes,6,6,Poor
6409,8,43,Yes,8,5,Poor
6410,7,56,No,4,0,Poor
6411,3,56,No,9,3,Poor
6412,9,67,Yes,9,4,Average
6413,2,69,Yes,9,1,Poor
6414,3,79,No,6,0,Average
6415,2,62,No,6,1,Poor
6416,1,85,Yes,8,7,Average
6417,4,63,Yes,5,9,Poor
6418,5,68,Yes,5,5,Average
6419,6,43,No,8,9,Poor
6420,5,77,No,9,1,Average
6421,1,68,Yes,5,8,Poor
6422,3,58,Yes,8,7,Poor
6423,1,66,Yes,5,3,Poor
6424,5,68,Yes,8,9,Average
6425,5,95,Yes,5,6,Good
6426,6,75,No,9,2,Average
6427,8,74,Yes,6,5,Good
6428,1,91,No,6,2,Average
6429,4,45,No,9,9,Poor
6430,1,98,No,5,2,Good
6431,9,62,No,9,8,Average
6432,7,78,No,8,5,Average
6433,7,85,No,6,7,Good
6434,5,83,No,4,3,Average
6435,7,87,No,5,3,Good
6436,2,91,Yes,4,7,Average
6437,4,47,Yes,4,6,Poor
6438,7,94,Yes,7,4,Distinction
6439,3,41,Yes,4,1,Poor
6440,2,52,Yes,4,5,Poor
6441,2,79,No,9,0,Average
6442,1,96,No,7,6,Good
6443,5,60,No,7,8,Poor
6444,6,70,No,7,4,Average
6445,6,91,No,8,4,Good
6446,9,87,Yes,7,6,Good
6447,4,75,Yes,9,4,Average
6448,1,87,No,8,9,Average
6449,6,91,Yes,5,3,Good
6450,5,77,Yes,8,0,Average
6451,6,66,Yes,5,5,Average
6452,3,75,Yes,7,8,Average
6453,2,87,Yes,7,3,Average
6454,6,62,No,5,9,Poor
6455,1,94,Yes,6,3,Good
6456,7,60,Yes,9,4,Average
6457,7,52,No,8,5,Poor
6458,7,76,No,9,2,Average
6459,1,86,No,9,8,Average
6460,4,65,No,4,0,Poor
6461,7,79,No,7,5,Good
6462,9,46,No,8,5,Poor
6463,5,85,No,9,7,Good
6464,2,78,No,8,4,Average
6465,7,61,Yes,9,8,Average
6466,1,78,No,7,8,Average
6467,7,62,No,9,1,Average
6468,6,97,Yes,5,4,Distinction
6469,7,69,No,7,6,Average
6470,3,57,No,8,1,Poor
6471,3,81,No,6,6,Average
6472,7,57,No,9,8,Poor
6473,2,85,Yes,5,7,Average
6474,1,49,Yes,7,9,Poor
6475,9,78,No,4,8,Good
6476,9,69,Yes,7,3,Good
6477,7,65,Yes,8,7,Average
6478,7,46,Yes,8,8,Poor
6479,3,46,Yes,4,9,Poor
6480,2,44,Yes,5,1,Poor
6481,7,40,Yes,8,9,Poor
6482,9,85,No,5,2,Good
6483,1,57,No,5,0,Poor
6484,4,52,Yes,7,0,Poor
6485,6,64,Yes,5,9,Average
6486,7,79,Yes,9,5,Good
6487,7,47,No,8,0,Poor
6488,2,49,No,8,4,Poor
6489,4,71,No,6,5,Average
6490,5,56,No,5,8,Poor
6491,1,77,No,6,5,Average
6492,1,54,No,7,3,Poor
6493,3,54,Yes,6,0,Poor
6494,3,96,No,5,5,Good
6495,8,87,No,8,6,Good
6496,9,79,No,7,4,Good
6497,1,90,Yes,5,5,Average
6498,2,59,No,7,9,Poor
6499,2,54,Yes,4,7,Poor
6500,4,74,Yes,5,0,Average
6501,2,45,No,4,7,Poor
6502,7,69,No,6,1,Average
6503,9,96,No,5,1,Distinction
6504,7,47,Yes,4,7,Poor
6505,6,70,No,9,1,Average
6506,1,87,Yes,8,7,Average
6507,9,86,Yes,6,4,Good
6508,5,71,No,5,8,Average
6509,5,84,No,5,8,Good
6510,6,97,No,8,7,Distinction
6511,9,91,Yes,8,8,Distinction
6512,8,54,No,4,6,Poor
6513,8,57,Yes,4,7,Average
6514,8,52,No,4,5,Poor
6515,1,63,Yes,7,8,Poor
6516,1,79,No,6,1,Average
6517,8,53,No,5,2,Poor
6518,5,67,Yes,6,1,Average
6519,9,50,Yes,8,5,Average
6520,2,45,No,9,2,Poor
6521,9,95,Yes,6,0,Distinction
6522,8,64,Yes,6,3,Average
6523,9,40,Yes,4,4,Poor
6524,4,64,Yes,8,3,Poor
6525,1,41,No,6,5,Poor
6526,1,71,Yes,5,2,Poor
6527,5,52,No,4,9,Poor
6528,2,72,No,6,5,Average
6529,8,71,No,8,9,Average
6530,5,95,Yes,9,0,Good
6531,5,63,No,5,5,Poor
6532,2,66,No,9,7,Poor
6533,7,43,No,8,9,Poor
6534,8,63,No,8,7,Average
6535,1,62,No,8,0,Poor
6536,2,68,Yes,9,6,Poor
6537,4,73,No,7,9,Average
6538,5,60,Yes,5,9,Poor
6539,2,69,No,8,3,Poor
6540,1,65,No,7,5,Poor
6541,9,59,Yes,4,5,Average
6542,1,55,Yes,7,4,Poor
6543,4,42,No,4,9,Poor
6544,2,88,No,9,8,Average
6545,4,76,No,7,9,Average
6546,8,97,No,9,7,Distinction
6547,8,79,No,8,5,Good
6548,9,83,Yes,7,3,Good
6549,5,64,No,7,3,Average
6550,7,62,No,8,8,Average
6551,3,83,Yes,4,3,Average
6552,4,98,Yes,8,6,Distinction
6553,9,40,No,5,5,Poor
6554,1,72,Yes,7,1,Poor
6555,2,54,Yes,5,4,Poor
6556,5,56,Yes,8,2,Poor
6557,3,73,No,9,8,Average
6558,2,56,No,8,9,Poor
6559,1,91,No,6,0,Average
6560,3,97,Yes,5,9,Good
6561,1,80,No,6,3,Average
6562,1,83,No,5,3,Average
6563,1,43,Yes,9,8,Poor
6564,8,52,No,6,0,Poor
6565,3,43,Yes,6,1,Poor
6566,1,46,Yes,5,0,Poor
6567,7,85,Yes,8,0,Good
6568,3,98,Yes,4,0,Good
6569,8,48,No,8,2,Poor
6570,4,62,No,4,3,Poor
6571,4,72,No,5,9,Average
6572,5,72,Yes,7,1,Average
6573,6,59,No,8,0,Poor
6574,7,43,No,6,4,Poor
6575,4,40,Yes,8,5,Poor
6576,8,93,Yes,5,1,Distinction
6577,6,81,No,7,2,Average
6578,1,73,Yes,7,9,Poor
6579,1,66,No,8,2,Poor
6580,9,60,Yes,8,1,Average
6581,6,63,Yes,9,3,Average
6582,8,54,No,8,4,Poor
6583,7,74,Yes,5,7,Average
6584,6,64,Yes,4,5,Poor
6585,4,94,Yes,9,8,Good
6586,7,48,No,4,2,Poor
6587,9,56,No,6,9,Average
6588,7,60,No,5,8,Poor
6589,1,99,Yes,9,3,Good
6590,9,52,Yes,7,7,Poor
6591,4,42,Yes,9,9,Poor
6592,3,43,Yes,6,6,Poor
6593,4,43,No,7,6,Poor
6594,4,82,No,9,8,Average
6595,2,67,Yes,7,9,Poor
6596,1,46,No,8,1,Poor
6597,1,65,No,7,4,Poor
6598,8,50,No,9,2,Poor
6599,2,63,Yes,7,6,Poor
6600,5,82,No,5,2,Average
6601,4,49,No,8,4,Poor
6602,8,76,No,8,4,Good
6603,2,52,No,6,1,Poor
6604,9,83,No,8,0,Good
6605,7,81,Yes,4,5,Good
6606,7,78,No,5,0,Average
6607,1,58,No,6,8,Poor
6608,2,90,Yes,4,9,Average
6609,4,58,No,7,4,Poor
6610,4,51,Yes,4,0,Poor
6611,3,91,Yes,6,7,Good
6612,7,61,Yes,8,0,Average
6613,8,86,Yes,5,3,Good
6614,2,76,No,6,6,Average
6615,4,95,No,4,3,Good
6616,3,69,Yes,4,4,Poor
6617,2,85,No,6,6,Average
6618,6,51,Yes,9,3,Poor
6619,4,68,No,9,4,Average
6620,6,60,No,6,6,Poor
6621,2,50,Yes,9,0,Poor
6622,4,99,No,6,2,Good
6623,6,76,Yes,8,0,Average
6624,5,87,No,6,2,Good
6625,3,97,No,7,1,Good
6626,8,57,No,5,4,Average
6627,7,83,Yes,5,9,Good
6628,3,98,Yes,7,4,Good
6629,6,66,Yes,4,9,Average
6630,4,76,No,4,8,Average
6631,5,87,Yes,4,7,Good
6632,5,51,Yes,4,2,Poor
6633,7,62,Yes,8,0,Average
6634,5,73,No,7,4,Average
6635,3,77,No,5,2,Average
6636,5,62,No,7,4,Poor
6637,7,92,No,5,8,Good
6638,5,64,Yes,4,0,Average
6639,5,43,No,8,0,Poor
6640,9,69,Yes,6,8,Average
6641,3,69,No,6,2,Poor
6642,6,52,Yes,9,9,Poor
6643,1,81,Yes,4,4,Average
6644,5,88,No,4,8,Good
6645,8,53,Yes,7,4,Poor
6646,5,95,Yes,8,2,Good
6647,9,86,Yes,8,8,Good
6648,6,47,Yes,7,6,Poor
6649,8,94,No,8,6,Distinction
6650,8,63,No,8,7,Average
6651,3,57,Yes,6,4,Poor
6652,7,74,No,8,1,Average
6653,7,64,Yes,4,8,Average
6654,6,56,Yes,6,2,Poor
6655,7,71,No,4,1,Average
6656,2,95,Yes,4,9,Good
6657,9,63,No,7,9,Average
6658,1,46,Yes,9,4,Poor
6659,1,52,No,8,7,Poor
6660,3,66,No,8,2,Poor
6661,3,87,Yes,8,5,Average
6662,1,44,No,8,8,Poor
6663,7,75,Yes,6,1,Average
6664,4,65,No,5,7,Poor
6665,2,81,Yes,4,9,Average
6666,5,84,No,9,6,Good
6667,6,70,No,9,2,Average
6668,9,49,No,5,0,Poor
6669,4,85,Yes,5,5,Average
6670,2,65,No,5,1,Poor
6671,5,61,Yes,6,2,Poor
6672,3,51,No,5,4,Poor
6673,2,71,No,6,7,Average
6674,1,66,Yes,7,1,Poor
6675,2,72,No,7,5,Average
6676,6,92,Yes,9,0,Good
